classification,estimated_input_tokens,evidence_rank_after_reranking,evidence_rank_before_reranking,experiment_id,final_selected,input_text_length,question_id,rank_change,report_id,reranker_score,truncation_risk
demoted,,12,7,CP04,True,,apr26_dev_002,-5,rbi_mpr_2026_04,,False
demoted,,9,4,CP04,True,,apr26_dev_003,-5,rbi_mpr_2026_04,,False
demoted,,15,14,CP04,True,,apr26_dev_005,-1,rbi_mpr_2026_04,,False
demoted,,3,2,CP04,True,,apr26_dev_006,-1,rbi_mpr_2026_04,,False
demoted,,4,1,CP04,True,,cmp_dev_001,-3,rbi_mpr_2025_10,,False
unchanged,,1,1,CP04,True,,cmp_dev_002,0,rbi_mpr_2025_04,,False
demoted,,2,1,CP04,True,,cmp_dev_002,-1,rbi_mpr_2025_10,,False
unchanged,,1,1,CP04,True,,cmp_dev_003,0,rbi_mpr_2025_04,,False
unchanged,,1,1,CP04,True,,cmp_dev_003,0,rbi_mpr_2025_10,,False
demoted,,3,1,CP04,True,,cmp_dev_005,-2,rbi_mpr_2025_10,,False
demoted,,12,2,CP04,True,,cmp_dev_005,-10,rbi_mpr_2026_04,,False
unchanged,,2,2,CP04,True,,cmp_dev_006,0,rbi_mpr_2025_10,,False
demoted,,12,7,CP04,True,,cmp_dev_007,-5,rbi_mpr_2026_04,,False
promoted,,1,11,CP04,True,,cmp_dev_008,10,rbi_mpr_2025_10,,False
promoted,,1,4,CP04,True,,cmp_dev_011,3,rbi_mpr_2025_04,,False
demoted,,13,11,CP04,True,,cmp_dev_011,-2,rbi_mpr_2026_04,,False
demoted,,8,5,CP04,True,,cmp_dev_012,-3,rbi_mpr_2025_04,,False
promoted,,1,9,CP04,True,,cmp_dev_012,8,rbi_mpr_2026_04,,False
demoted,,7,5,CP04,True,,trend_dev_002,-2,rbi_mpr_2025_10,,False
promoted,,2,9,CP04,True,,trend_dev_003,7,rbi_mpr_2025_04,,False
promoted,,1,12,CP04,True,,trend_dev_003,11,rbi_mpr_2025_10,,False
promoted,,5,6,CP04,True,,trend_dev_003,1,rbi_mpr_2026_04,,False
demoted,,3,1,CP04,True,,trend_dev_005,-2,rbi_mpr_2025_04,,False
promoted,,2,11,CP04,True,,trend_dev_005,9,rbi_mpr_2025_10,,False
promoted,,1,15,CP04,True,,trend_dev_005,14,rbi_mpr_2026_04,,False
unchanged,,1,1,CP04,True,,trend_dev_006,0,rbi_mpr_2025_04,,False
demoted,,6,2,CP04,True,,trend_dev_006,-4,rbi_mpr_2025_10,,False
demoted,,4,1,CP04,True,,trend_dev_006,-3,rbi_mpr_2026_04,,False
unchanged,,1,1,DIV01,True,,oct_dev_001,0,rbi_mpr_2025_10,,False
promoted,,4,6,DIV01,True,,oct_dev_002,2,rbi_mpr_2025_10,,False
promoted,,3,10,DIV01,True,,oct_dev_003,7,rbi_mpr_2025_10,,False
unchanged,,1,1,DIV01,True,,oct_dev_004,0,rbi_mpr_2025_10,,False
promoted,,9,14,DIV01,True,,oct_dev_005,5,rbi_mpr_2025_10,,False
unchanged,,1,1,DIV01,True,,oct_dev_006,0,rbi_mpr_2025_10,,False
demoted,,2,1,DIV01,True,,apr26_dev_001,-1,rbi_mpr_2026_04,,False
demoted,,17,7,DIV01,True,,apr26_dev_002,-10,rbi_mpr_2026_04,,False
demoted,,12,4,DIV01,True,,apr26_dev_003,-8,rbi_mpr_2026_04,,False
promoted,,12,16,DIV01,True,,apr26_dev_004,4,rbi_mpr_2026_04,,False
promoted,,10,14,DIV01,True,,apr26_dev_005,4,rbi_mpr_2026_04,,False
demoted,,3,2,DIV01,True,,apr26_dev_006,-1,rbi_mpr_2026_04,,False
promoted,,3,25,DIV01,True,,cmp_dev_001,22,rbi_mpr_2025_04,,False
demoted,,4,1,DIV01,True,,cmp_dev_001,-3,rbi_mpr_2025_10,,False
unchanged,,1,1,DIV01,True,,cmp_dev_002,0,rbi_mpr_2025_04,,False
demoted,,2,1,DIV01,True,,cmp_dev_002,-1,rbi_mpr_2025_10,,False
unchanged,,1,1,DIV01,True,,cmp_dev_003,0,rbi_mpr_2025_04,,False
unchanged,,1,1,DIV01,True,,cmp_dev_003,0,rbi_mpr_2025_10,,False
promoted,,4,25,DIV01,True,,cmp_dev_004,21,rbi_mpr_2025_10,,False
demoted,,3,1,DIV01,True,,cmp_dev_005,-2,rbi_mpr_2025_10,,False
demoted,,24,2,DIV01,True,,cmp_dev_005,-22,rbi_mpr_2026_04,,False
unchanged,,2,2,DIV01,True,,cmp_dev_006,0,rbi_mpr_2025_10,,False
promoted,,14,20,DIV01,True,,cmp_dev_007,6,rbi_mpr_2025_10,,False
demoted,,20,7,DIV01,True,,cmp_dev_007,-13,rbi_mpr_2026_04,,False
promoted,,1,11,DIV01,True,,cmp_dev_008,10,rbi_mpr_2025_10,,False
promoted,,1,25,DIV01,True,,cmp_dev_008,24,rbi_mpr_2026_04,,False
promoted,,1,4,DIV01,True,,cmp_dev_011,3,rbi_mpr_2025_04,,False
demoted,,23,11,DIV01,True,,cmp_dev_011,-12,rbi_mpr_2026_04,,False
demoted,,11,5,DIV01,True,,cmp_dev_012,-6,rbi_mpr_2025_04,,False
promoted,,1,9,DIV01,True,,cmp_dev_012,8,rbi_mpr_2026_04,,False
promoted,,4,21,DIV01,True,,trend_dev_001,17,rbi_mpr_2026_04,,False
demoted,,11,5,DIV01,True,,trend_dev_002,-6,rbi_mpr_2025_10,,False
promoted,,1,9,DIV01,True,,trend_dev_003,8,rbi_mpr_2025_04,,False
promoted,,2,12,DIV01,True,,trend_dev_003,10,rbi_mpr_2025_10,,False
demoted,,7,6,DIV01,True,,trend_dev_003,-1,rbi_mpr_2026_04,,False
demoted,,3,1,DIV01,True,,trend_dev_005,-2,rbi_mpr_2025_04,,False
promoted,,1,11,DIV01,True,,trend_dev_005,10,rbi_mpr_2025_10,,False
promoted,,2,15,DIV01,True,,trend_dev_005,13,rbi_mpr_2026_04,,False
unchanged,,1,1,DIV01,True,,trend_dev_006,0,rbi_mpr_2025_04,,False
demoted,,6,2,DIV01,True,,trend_dev_006,-4,rbi_mpr_2025_10,,False
demoted,,4,1,DIV01,True,,trend_dev_006,-3,rbi_mpr_2026_04,,False
unchanged,,1,1,EXP01,True,,oct_dev_001,0,rbi_mpr_2025_10,,False
unchanged,,4,4,EXP01,True,,oct_dev_002,0,rbi_mpr_2025_10,,False
promoted,,3,10,EXP01,True,,oct_dev_003,7,rbi_mpr_2025_10,,False
unchanged,,1,1,EXP01,True,,oct_dev_004,0,rbi_mpr_2025_10,,False
promoted,,8,16,EXP01,True,,oct_dev_005,8,rbi_mpr_2025_10,,False
unchanged,,1,1,EXP01,True,,oct_dev_006,0,rbi_mpr_2025_10,,False
promoted,,2,3,EXP01,True,,apr26_dev_001,1,rbi_mpr_2026_04,,False
demoted,,17,11,EXP01,True,,apr26_dev_002,-6,rbi_mpr_2026_04,,False
demoted,,11,7,EXP01,True,,apr26_dev_003,-4,rbi_mpr_2026_04,,False
promoted,,13,18,EXP01,True,,apr26_dev_004,5,rbi_mpr_2026_04,,False
promoted,,10,22,EXP01,True,,apr26_dev_005,12,rbi_mpr_2026_04,,False
demoted,,3,2,EXP01,True,,apr26_dev_006,-1,rbi_mpr_2026_04,,False
promoted,,4,24,EXP01,True,,cmp_dev_001,20,rbi_mpr_2025_04,,False
demoted,,3,1,EXP01,True,,cmp_dev_001,-2,rbi_mpr_2025_10,,False
demoted,,2,1,EXP01,True,,cmp_dev_002,-1,rbi_mpr_2025_04,,False
demoted,,3,1,EXP01,True,,cmp_dev_002,-2,rbi_mpr_2025_10,,False
unchanged,,1,1,EXP01,True,,cmp_dev_003,0,rbi_mpr_2025_04,,False
unchanged,,1,1,EXP01,True,,cmp_dev_003,0,rbi_mpr_2025_10,,False
promoted,,4,25,EXP01,True,,cmp_dev_004,21,rbi_mpr_2025_10,,False
demoted,,2,1,EXP01,True,,cmp_dev_005,-1,rbi_mpr_2025_10,,False
demoted,,21,2,EXP01,True,,cmp_dev_005,-19,rbi_mpr_2026_04,,False
unchanged,,2,2,EXP01,True,,cmp_dev_006,0,rbi_mpr_2025_10,,False
promoted,,13,21,EXP01,True,,cmp_dev_007,8,rbi_mpr_2025_10,,False
demoted,,19,7,EXP01,True,,cmp_dev_007,-12,rbi_mpr_2026_04,,False
promoted,,1,12,EXP01,True,,cmp_dev_008,11,rbi_mpr_2025_10,,False
promoted,,7,23,EXP01,True,,cmp_dev_009,16,rbi_mpr_2026_04,,False
promoted,,1,5,EXP01,True,,cmp_dev_011,4,rbi_mpr_2025_04,,False
demoted,,23,10,EXP01,True,,cmp_dev_011,-13,rbi_mpr_2026_04,,False
demoted,,10,5,EXP01,True,,cmp_dev_012,-5,rbi_mpr_2025_04,,False
promoted,,2,11,EXP01,True,,cmp_dev_012,9,rbi_mpr_2026_04,,False
promoted,,13,27,EXP01,True,,trend_dev_001,14,rbi_mpr_2025_10,,False
demoted,,11,5,EXP01,True,,trend_dev_002,-6,rbi_mpr_2025_10,,False
promoted,,1,8,EXP01,True,,trend_dev_003,7,rbi_mpr_2025_04,,False
promoted,,2,10,EXP01,True,,trend_dev_003,8,rbi_mpr_2025_10,,False
promoted,,6,7,EXP01,True,,trend_dev_003,1,rbi_mpr_2026_04,,False
demoted,,2,1,EXP01,True,,trend_dev_005,-1,rbi_mpr_2025_04,,False
promoted,,1,9,EXP01,True,,trend_dev_005,8,rbi_mpr_2025_10,,False
promoted,,2,9,EXP01,True,,trend_dev_005,7,rbi_mpr_2026_04,,False
demoted,,2,1,EXP01,True,,trend_dev_006,-1,rbi_mpr_2025_04,,False
demoted,,5,2,EXP01,True,,trend_dev_006,-3,rbi_mpr_2025_10,,False
promoted,,4,8,EXP01,True,,trend_dev_006,4,rbi_mpr_2026_04,,False
unchanged,,1,1,EXP02,True,,oct_dev_001,0,rbi_mpr_2025_10,,False
unchanged,,4,4,EXP02,True,,oct_dev_002,0,rbi_mpr_2025_10,,False
promoted,,3,10,EXP02,True,,oct_dev_003,7,rbi_mpr_2025_10,,False
unchanged,,1,1,EXP02,True,,oct_dev_004,0,rbi_mpr_2025_10,,False
promoted,,8,16,EXP02,True,,oct_dev_005,8,rbi_mpr_2025_10,,False
unchanged,,1,1,EXP02,True,,oct_dev_006,0,rbi_mpr_2025_10,,False
promoted,,2,3,EXP02,True,,apr26_dev_001,1,rbi_mpr_2026_04,,False
demoted,,17,11,EXP02,True,,apr26_dev_002,-6,rbi_mpr_2026_04,,False
demoted,,11,7,EXP02,True,,apr26_dev_003,-4,rbi_mpr_2026_04,,False
promoted,,13,18,EXP02,True,,apr26_dev_004,5,rbi_mpr_2026_04,,False
promoted,,10,22,EXP02,True,,apr26_dev_005,12,rbi_mpr_2026_04,,False
demoted,,3,2,EXP02,True,,apr26_dev_006,-1,rbi_mpr_2026_04,,False
promoted,,4,24,EXP02,True,,cmp_dev_001,20,rbi_mpr_2025_04,,False
demoted,,3,1,EXP02,True,,cmp_dev_001,-2,rbi_mpr_2025_10,,False
demoted,,2,1,EXP02,True,,cmp_dev_002,-1,rbi_mpr_2025_04,,False
demoted,,3,1,EXP02,True,,cmp_dev_002,-2,rbi_mpr_2025_10,,False
unchanged,,1,1,EXP02,True,,cmp_dev_003,0,rbi_mpr_2025_04,,False
unchanged,,1,1,EXP02,True,,cmp_dev_003,0,rbi_mpr_2025_10,,False
promoted,,4,25,EXP02,True,,cmp_dev_004,21,rbi_mpr_2025_10,,False
demoted,,2,1,EXP02,True,,cmp_dev_005,-1,rbi_mpr_2025_10,,False
demoted,,21,2,EXP02,True,,cmp_dev_005,-19,rbi_mpr_2026_04,,False
unchanged,,2,2,EXP02,True,,cmp_dev_006,0,rbi_mpr_2025_10,,False
promoted,,13,21,EXP02,True,,cmp_dev_007,8,rbi_mpr_2025_10,,False
demoted,,19,7,EXP02,True,,cmp_dev_007,-12,rbi_mpr_2026_04,,False
promoted,,1,12,EXP02,True,,cmp_dev_008,11,rbi_mpr_2025_10,,False
promoted,,7,23,EXP02,True,,cmp_dev_009,16,rbi_mpr_2026_04,,False
promoted,,1,5,EXP02,True,,cmp_dev_011,4,rbi_mpr_2025_04,,False
demoted,,23,10,EXP02,True,,cmp_dev_011,-13,rbi_mpr_2026_04,,False
demoted,,10,5,EXP02,True,,cmp_dev_012,-5,rbi_mpr_2025_04,,False
promoted,,2,11,EXP02,True,,cmp_dev_012,9,rbi_mpr_2026_04,,False
promoted,,13,27,EXP02,True,,trend_dev_001,14,rbi_mpr_2025_10,,False
demoted,,11,5,EXP02,True,,trend_dev_002,-6,rbi_mpr_2025_10,,False
promoted,,1,8,EXP02,True,,trend_dev_003,7,rbi_mpr_2025_04,,False
promoted,,2,10,EXP02,True,,trend_dev_003,8,rbi_mpr_2025_10,,False
promoted,,6,7,EXP02,True,,trend_dev_003,1,rbi_mpr_2026_04,,False
demoted,,2,1,EXP02,True,,trend_dev_005,-1,rbi_mpr_2025_04,,False
promoted,,1,9,EXP02,True,,trend_dev_005,8,rbi_mpr_2025_10,,False
promoted,,2,9,EXP02,True,,trend_dev_005,7,rbi_mpr_2026_04,,False
demoted,,2,1,EXP02,True,,trend_dev_006,-1,rbi_mpr_2025_04,,False
demoted,,5,2,EXP02,True,,trend_dev_006,-3,rbi_mpr_2025_10,,False
promoted,,4,8,EXP02,True,,trend_dev_006,4,rbi_mpr_2026_04,,False
unchanged,,1,1,FAC01,True,,oct_dev_001,0,rbi_mpr_2025_10,,False
unchanged,,4,4,FAC01,True,,oct_dev_002,0,rbi_mpr_2025_10,,False
promoted,,3,10,FAC01,True,,oct_dev_003,7,rbi_mpr_2025_10,,False
unchanged,,1,1,FAC01,True,,oct_dev_004,0,rbi_mpr_2025_10,,False
promoted,,8,16,FAC01,True,,oct_dev_005,8,rbi_mpr_2025_10,,False
unchanged,,1,1,FAC01,True,,oct_dev_006,0,rbi_mpr_2025_10,,False
promoted,,2,3,FAC01,True,,apr26_dev_001,1,rbi_mpr_2026_04,,False
demoted,,17,11,FAC01,True,,apr26_dev_002,-6,rbi_mpr_2026_04,,False
demoted,,11,7,FAC01,True,,apr26_dev_003,-4,rbi_mpr_2026_04,,False
promoted,,13,18,FAC01,True,,apr26_dev_004,5,rbi_mpr_2026_04,,False
promoted,,10,22,FAC01,True,,apr26_dev_005,12,rbi_mpr_2026_04,,False
demoted,,3,2,FAC01,True,,apr26_dev_006,-1,rbi_mpr_2026_04,,False
promoted,,4,24,FAC01,True,,cmp_dev_001,20,rbi_mpr_2025_04,,False
demoted,,3,1,FAC01,True,,cmp_dev_001,-2,rbi_mpr_2025_10,,False
demoted,,2,1,FAC01,True,,cmp_dev_002,-1,rbi_mpr_2025_04,,False
demoted,,3,1,FAC01,True,,cmp_dev_002,-2,rbi_mpr_2025_10,,False
unchanged,,1,1,FAC01,True,,cmp_dev_003,0,rbi_mpr_2025_04,,False
unchanged,,1,1,FAC01,True,,cmp_dev_003,0,rbi_mpr_2025_10,,False
promoted,,4,25,FAC01,True,,cmp_dev_004,21,rbi_mpr_2025_10,,False
demoted,,2,1,FAC01,True,,cmp_dev_005,-1,rbi_mpr_2025_10,,False
demoted,,21,2,FAC01,True,,cmp_dev_005,-19,rbi_mpr_2026_04,,False
unchanged,,2,2,FAC01,True,,cmp_dev_006,0,rbi_mpr_2025_10,,False
promoted,,13,21,FAC01,True,,cmp_dev_007,8,rbi_mpr_2025_10,,False
demoted,,19,7,FAC01,True,,cmp_dev_007,-12,rbi_mpr_2026_04,,False
promoted,,1,12,FAC01,True,,cmp_dev_008,11,rbi_mpr_2025_10,,False
promoted,,7,23,FAC01,True,,cmp_dev_009,16,rbi_mpr_2026_04,,False
promoted,,1,5,FAC01,True,,cmp_dev_011,4,rbi_mpr_2025_04,,False
demoted,,23,10,FAC01,True,,cmp_dev_011,-13,rbi_mpr_2026_04,,False
demoted,,10,5,FAC01,True,,cmp_dev_012,-5,rbi_mpr_2025_04,,False
promoted,,2,11,FAC01,True,,cmp_dev_012,9,rbi_mpr_2026_04,,False
promoted,,13,27,FAC01,True,,trend_dev_001,14,rbi_mpr_2025_10,,False
demoted,,11,5,FAC01,True,,trend_dev_002,-6,rbi_mpr_2025_10,,False
promoted,,1,8,FAC01,True,,trend_dev_003,7,rbi_mpr_2025_04,,False
promoted,,2,10,FAC01,True,,trend_dev_003,8,rbi_mpr_2025_10,,False
promoted,,6,7,FAC01,True,,trend_dev_003,1,rbi_mpr_2026_04,,False
demoted,,2,1,FAC01,True,,trend_dev_005,-1,rbi_mpr_2025_04,,False
promoted,,1,9,FAC01,True,,trend_dev_005,8,rbi_mpr_2025_10,,False
promoted,,2,9,FAC01,True,,trend_dev_005,7,rbi_mpr_2026_04,,False
demoted,,2,1,FAC01,True,,trend_dev_006,-1,rbi_mpr_2025_04,,False
demoted,,5,2,FAC01,True,,trend_dev_006,-3,rbi_mpr_2025_10,,False
promoted,,4,8,FAC01,True,,trend_dev_006,4,rbi_mpr_2026_04,,False
unchanged,,1,1,FR01,True,,oct_dev_001,0,rbi_mpr_2025_10,,False
promoted,,4,6,FR01,True,,oct_dev_002,2,rbi_mpr_2025_10,,False
promoted,,3,10,FR01,True,,oct_dev_003,7,rbi_mpr_2025_10,,False
unchanged,,1,1,FR01,True,,oct_dev_004,0,rbi_mpr_2025_10,,False
promoted,,8,14,FR01,True,,oct_dev_005,6,rbi_mpr_2025_10,,False
unchanged,,1,1,FR01,True,,oct_dev_006,0,rbi_mpr_2025_10,,False
demoted,,2,1,FR01,True,,apr26_dev_001,-1,rbi_mpr_2026_04,,False
demoted,,14,7,FR01,True,,apr26_dev_002,-7,rbi_mpr_2026_04,,False
demoted,,11,4,FR01,True,,apr26_dev_003,-7,rbi_mpr_2026_04,,False
promoted,,10,16,FR01,True,,apr26_dev_004,6,rbi_mpr_2026_04,,False
promoted,,10,14,FR01,True,,apr26_dev_005,4,rbi_mpr_2026_04,,False
demoted,,3,2,FR01,True,,apr26_dev_006,-1,rbi_mpr_2026_04,,False
promoted,,3,25,FR01,True,,cmp_dev_001,22,rbi_mpr_2025_04,,False
demoted,,4,1,FR01,True,,cmp_dev_001,-3,rbi_mpr_2025_10,,False
unchanged,,1,1,FR01,True,,cmp_dev_002,0,rbi_mpr_2025_04,,False
demoted,,2,1,FR01,True,,cmp_dev_002,-1,rbi_mpr_2025_10,,False
unchanged,,1,1,FR01,True,,cmp_dev_003,0,rbi_mpr_2025_04,,False
unchanged,,1,1,FR01,True,,cmp_dev_003,0,rbi_mpr_2025_10,,False
promoted,,4,25,FR01,True,,cmp_dev_004,21,rbi_mpr_2025_10,,False
demoted,,3,1,FR01,True,,cmp_dev_005,-2,rbi_mpr_2025_10,,False
demoted,,20,2,FR01,True,,cmp_dev_005,-18,rbi_mpr_2026_04,,False
unchanged,,2,2,FR01,True,,cmp_dev_006,0,rbi_mpr_2025_10,,False
promoted,,13,20,FR01,True,,cmp_dev_007,7,rbi_mpr_2025_10,,False
demoted,,18,7,FR01,True,,cmp_dev_007,-11,rbi_mpr_2026_04,,False
promoted,,1,11,FR01,True,,cmp_dev_008,10,rbi_mpr_2025_10,,False
promoted,,1,25,FR01,True,,cmp_dev_008,24,rbi_mpr_2026_04,,False
promoted,,1,4,FR01,True,,cmp_dev_011,3,rbi_mpr_2025_04,,False
demoted,,20,11,FR01,True,,cmp_dev_011,-9,rbi_mpr_2026_04,,False
demoted,,11,5,FR01,True,,cmp_dev_012,-6,rbi_mpr_2025_04,,False
promoted,,1,9,FR01,True,,cmp_dev_012,8,rbi_mpr_2026_04,,False
promoted,,4,21,FR01,True,,trend_dev_001,17,rbi_mpr_2026_04,,False
demoted,,11,5,FR01,True,,trend_dev_002,-6,rbi_mpr_2025_10,,False
promoted,,1,9,FR01,True,,trend_dev_003,8,rbi_mpr_2025_04,,False
promoted,,2,12,FR01,True,,trend_dev_003,10,rbi_mpr_2025_10,,False
unchanged,,6,6,FR01,True,,trend_dev_003,0,rbi_mpr_2026_04,,False
demoted,,3,1,FR01,True,,trend_dev_005,-2,rbi_mpr_2025_04,,False
promoted,,1,11,FR01,True,,trend_dev_005,10,rbi_mpr_2025_10,,False
promoted,,2,15,FR01,True,,trend_dev_005,13,rbi_mpr_2026_04,,False
unchanged,,1,1,FR01,True,,trend_dev_006,0,rbi_mpr_2025_04,,False
demoted,,6,2,FR01,True,,trend_dev_006,-4,rbi_mpr_2025_10,,False
demoted,,4,1,FR01,True,,trend_dev_006,-3,rbi_mpr_2026_04,,False
unchanged,,1,1,FR02,True,,oct_dev_001,0,rbi_mpr_2025_10,,False
promoted,,4,6,FR02,True,,oct_dev_002,2,rbi_mpr_2025_10,,False
promoted,,3,10,FR02,True,,oct_dev_003,7,rbi_mpr_2025_10,,False
unchanged,,1,1,FR02,True,,oct_dev_004,0,rbi_mpr_2025_10,,False
promoted,,9,14,FR02,True,,oct_dev_005,5,rbi_mpr_2025_10,,False
unchanged,,1,1,FR02,True,,oct_dev_006,0,rbi_mpr_2025_10,,False
demoted,,2,1,FR02,True,,apr26_dev_001,-1,rbi_mpr_2026_04,,False
demoted,,17,7,FR02,True,,apr26_dev_002,-10,rbi_mpr_2026_04,,False
demoted,,12,4,FR02,True,,apr26_dev_003,-8,rbi_mpr_2026_04,,False
promoted,,12,16,FR02,True,,apr26_dev_004,4,rbi_mpr_2026_04,,False
promoted,,10,14,FR02,True,,apr26_dev_005,4,rbi_mpr_2026_04,,False
demoted,,3,2,FR02,True,,apr26_dev_006,-1,rbi_mpr_2026_04,,False
promoted,,3,25,FR02,True,,cmp_dev_001,22,rbi_mpr_2025_04,,False
demoted,,4,1,FR02,True,,cmp_dev_001,-3,rbi_mpr_2025_10,,False
unchanged,,1,1,FR02,True,,cmp_dev_002,0,rbi_mpr_2025_04,,False
demoted,,2,1,FR02,True,,cmp_dev_002,-1,rbi_mpr_2025_10,,False
unchanged,,1,1,FR02,True,,cmp_dev_003,0,rbi_mpr_2025_04,,False
unchanged,,1,1,FR02,True,,cmp_dev_003,0,rbi_mpr_2025_10,,False
promoted,,4,25,FR02,True,,cmp_dev_004,21,rbi_mpr_2025_10,,False
demoted,,3,1,FR02,True,,cmp_dev_005,-2,rbi_mpr_2025_10,,False
demoted,,24,2,FR02,True,,cmp_dev_005,-22,rbi_mpr_2026_04,,False
unchanged,,2,2,FR02,True,,cmp_dev_006,0,rbi_mpr_2025_10,,False
promoted,,14,20,FR02,True,,cmp_dev_007,6,rbi_mpr_2025_10,,False
demoted,,20,7,FR02,True,,cmp_dev_007,-13,rbi_mpr_2026_04,,False
promoted,,1,11,FR02,True,,cmp_dev_008,10,rbi_mpr_2025_10,,False
promoted,,1,25,FR02,True,,cmp_dev_008,24,rbi_mpr_2026_04,,False
promoted,,1,4,FR02,True,,cmp_dev_011,3,rbi_mpr_2025_04,,False
demoted,,23,11,FR02,True,,cmp_dev_011,-12,rbi_mpr_2026_04,,False
demoted,,11,5,FR02,True,,cmp_dev_012,-6,rbi_mpr_2025_04,,False
promoted,,1,9,FR02,True,,cmp_dev_012,8,rbi_mpr_2026_04,,False
promoted,,4,21,FR02,True,,trend_dev_001,17,rbi_mpr_2026_04,,False
demoted,,11,5,FR02,True,,trend_dev_002,-6,rbi_mpr_2025_10,,False
promoted,,1,9,FR02,True,,trend_dev_003,8,rbi_mpr_2025_04,,False
promoted,,2,12,FR02,True,,trend_dev_003,10,rbi_mpr_2025_10,,False
demoted,,7,6,FR02,True,,trend_dev_003,-1,rbi_mpr_2026_04,,False
demoted,,3,1,FR02,True,,trend_dev_005,-2,rbi_mpr_2025_04,,False
promoted,,1,11,FR02,True,,trend_dev_005,10,rbi_mpr_2025_10,,False
promoted,,2,15,FR02,True,,trend_dev_005,13,rbi_mpr_2026_04,,False
unchanged,,1,1,FR02,True,,trend_dev_006,0,rbi_mpr_2025_04,,False
demoted,,6,2,FR02,True,,trend_dev_006,-4,rbi_mpr_2025_10,,False
demoted,,4,1,FR02,True,,trend_dev_006,-3,rbi_mpr_2026_04,,False
unchanged,,1,1,FR03,True,,oct_dev_001,0,rbi_mpr_2025_10,,False
promoted,,4,6,FR03,True,,oct_dev_002,2,rbi_mpr_2025_10,,False
promoted,,3,10,FR03,True,,oct_dev_003,7,rbi_mpr_2025_10,,False
unchanged,,1,1,FR03,True,,oct_dev_004,0,rbi_mpr_2025_10,,False
promoted,,9,14,FR03,True,,oct_dev_005,5,rbi_mpr_2025_10,,False
unchanged,,1,1,FR03,True,,oct_dev_006,0,rbi_mpr_2025_10,,False
demoted,,2,1,FR03,True,,apr26_dev_001,-1,rbi_mpr_2026_04,,False
demoted,,21,7,FR03,True,,apr26_dev_002,-14,rbi_mpr_2026_04,,False
demoted,,12,4,FR03,True,,apr26_dev_003,-8,rbi_mpr_2026_04,,False
promoted,,15,16,FR03,True,,apr26_dev_004,1,rbi_mpr_2026_04,,False
promoted,,11,14,FR03,True,,apr26_dev_005,3,rbi_mpr_2026_04,,False
demoted,,3,2,FR03,True,,apr26_dev_006,-1,rbi_mpr_2026_04,,False
promoted,,3,25,FR03,True,,cmp_dev_001,22,rbi_mpr_2025_04,,False
demoted,,4,1,FR03,True,,cmp_dev_001,-3,rbi_mpr_2025_10,,False
demoted,,2,1,FR03,True,,cmp_dev_002,-1,rbi_mpr_2025_04,,False
demoted,,2,1,FR03,True,,cmp_dev_002,-1,rbi_mpr_2025_10,,False
unchanged,,1,1,FR03,True,,cmp_dev_003,0,rbi_mpr_2025_04,,False
unchanged,,1,1,FR03,True,,cmp_dev_003,0,rbi_mpr_2025_10,,False
promoted,,2,39,FR03,True,,cmp_dev_004,37,rbi_mpr_2025_04,,False
promoted,,4,25,FR03,True,,cmp_dev_004,21,rbi_mpr_2025_10,,False
demoted,,3,1,FR03,True,,cmp_dev_005,-2,rbi_mpr_2025_10,,False
demoted,,30,2,FR03,True,,cmp_dev_005,-28,rbi_mpr_2026_04,,False
unchanged,,2,2,FR03,True,,cmp_dev_006,0,rbi_mpr_2025_10,,False
promoted,,17,20,FR03,True,,cmp_dev_007,3,rbi_mpr_2025_10,,False
demoted,,24,7,FR03,True,,cmp_dev_007,-17,rbi_mpr_2026_04,,False
promoted,,1,11,FR03,True,,cmp_dev_008,10,rbi_mpr_2025_10,,False
promoted,,1,25,FR03,True,,cmp_dev_008,24,rbi_mpr_2026_04,,False
promoted,,8,33,FR03,True,,cmp_dev_009,25,rbi_mpr_2026_04,,False
promoted,,30,35,FR03,True,,cmp_dev_010,5,rbi_mpr_2026_04,,False
promoted,,1,4,FR03,True,,cmp_dev_011,3,rbi_mpr_2025_04,,False
demoted,,29,11,FR03,True,,cmp_dev_011,-18,rbi_mpr_2026_04,,False
demoted,,14,5,FR03,True,,cmp_dev_012,-9,rbi_mpr_2025_04,,False
promoted,,1,9,FR03,True,,cmp_dev_012,8,rbi_mpr_2026_04,,False
promoted,,15,31,FR03,True,,trend_dev_001,16,rbi_mpr_2025_10,,False
promoted,,5,21,FR03,True,,trend_dev_001,16,rbi_mpr_2026_04,,False
demoted,,14,5,FR03,True,,trend_dev_002,-9,rbi_mpr_2025_10,,False
promoted,,1,9,FR03,True,,trend_dev_003,8,rbi_mpr_2025_04,,False
promoted,,2,12,FR03,True,,trend_dev_003,10,rbi_mpr_2025_10,,False
demoted,,7,6,FR03,True,,trend_dev_003,-1,rbi_mpr_2026_04,,False
demoted,,3,1,FR03,True,,trend_dev_005,-2,rbi_mpr_2025_04,,False
promoted,,1,11,FR03,True,,trend_dev_005,10,rbi_mpr_2025_10,,False
promoted,,2,15,FR03,True,,trend_dev_005,13,rbi_mpr_2026_04,,False
unchanged,,1,1,FR03,True,,trend_dev_006,0,rbi_mpr_2025_04,,False
demoted,,6,2,FR03,True,,trend_dev_006,-4,rbi_mpr_2025_10,,False
